OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen
9734,26259,,,,,,Lagrange,ST,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.03033718,0.03033718, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,2331,66.7418032732422
9735,26260,768,772,767,777,,Lagrange,ST,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.08299512,0.08299512, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,2331,182.589264098054
9736,26262,,,,,,Atlantis,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,West Roxbury,West Roxbury,-1,0.122, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,224,219.310048679955
9737,26263,,,,,,Atlantis,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,West Roxbury,West Roxbury,0.038,-1, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,224,65.6573734555418
9738,26264,,,,,,Baker,ST,,Boston,Boston,A60,5,FT,,,,0,0,,,West Roxbury,West Roxbury,0.21069459,-1, , ,MA,MA,025,025, , ,02132,02132, , ,07000,07000,267,92.7056202914543
9739,26267,544,568,543,569,,Baker,ST,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.06614473,0.06614473, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,267,145.518401200509
9740,26268,,,,,,Baker,ST,,Boston,Boston,A60,10,FT,,,,0,0,,,West Roxbury,West Roxbury,0.15444559,-1, , ,MA,MA,025,025, , ,02132,02132, , ,07000,07000,267,135.912120893233
9741,26270,,,,,,Baker,ST,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.04279837,0.04279837, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,267,94.1564123195162
9742,26271,538,542,537,541,,Baker,ST,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.05,0.05, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,267,124.325245828713
9743,26272,,,,,,VFW,PKWY,,Boston,Boston,A60,30,,,,,0,0,,,West Roxbury,West Roxbury,0.02796827,0.02796827, , ,MA,MA,025,025, , ,02132,02132, , ,07000,07000,4258,73.8362417420347
9744,26275,,,,,,Charles Park,RD,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.05480289,0.05480289, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,803,72.3398118415359
9745,26276,,,,,,VFW,PKWY,,Boston,Boston,A40,15,,,,,0,0,,,West Roxbury,West Roxbury,0.0562624,0.0562624, , ,MA,MA,025,025, , ,02132,02132, , ,07000,07000,4258,74.2663719079383
9746,26277,,,,,,VFW,PKWY,,Boston,Boston,A40,15,,,,,0,0,,,West Roxbury,West Roxbury,0.05278947,0.05278947, , ,MA,MA,025,025, , ,02132,02132, , ,07000,07000,4258,69.6821042011808
9747,26278,,,,,,VFW,PKWY,,Boston,Boston,A60,10,FT,,,,0,0,,,West Roxbury,West Roxbury,0.1861923,-1, , ,MA,MA,025,025, , ,02132,02132, , ,07000,07000,4258,163.849227339054
9748,26279,,,,,,Spring,ST,,Boston,Boston,A31,35,,,,,0,0,S,109,West Roxbury,West Roxbury,0.01531218,0.01531218, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3945,47.1615179945023
9749,26280,,,,,,Spring,ST,,Boston,Boston,A60,10,FT,,,,0,0,,,West Roxbury,West Roxbury,0.44128042,-1, , ,MA,MA,025,025, , ,02132,02132, , ,07000,07000,3945,388.326772767329
9750,26281,,,,,,Caledonian,AVE,,Boston,Boston,A60,20,FT,,,,0,0,,,West Roxbury,West Roxbury,0.044,-1, , ,MA,MA,025,025, , ,02132,02132, , ,07000,07000,665,68.9363382014406
9751,26288,60,64,61,63,,Hackensack,RD,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.096,0.096, , ,MA,MA,025,025,07000,07000,02467,02467, , ,07000,07000,1854,207.839648861791
9752,26306,35,35,33,33,,Johnson,ST,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.089,0.089, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,2235,118.616831932391
9753,26307,58,98,55,99,,Summer,ST,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.087,0.087, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,4020,110.853180878306
9754,26319,,,26,26,,Cross,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,-1,0.028, , ,MA,MA,025,025,07000,07000,02113,02113, , ,07000,07000,1078,34.9819710819376
9755,26323,,,,,,Alford,ST,,Boston,Boston,A35,30,FT,,,,1,1,S,99,Charlestown,Charlestown,-1,0.287, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,70,751.982727650545
9756,26335,324,324,325,325,,Reservoir,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.209,-1, , ,MA,MA,025,025,07000,07000,02467,02467, , ,07000,07000,3521,124.937637774926
9757,26343,,,,,,Commonwealth,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.035,0.035, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,966,73.6628810570857
9758,26360,,,,,,David G Mugar,WAY,,Boston,Boston,A21,35,FT,,,,0,0,S,28,Boston,Boston,0.1009799,-1, , ,MA,MA,025,025,07000,07000,02108,02108, , ,07000,07000,1151,311.018100192153
9759,26362,,,,,,David G Mugar,WAY,,Boston,Boston,A21,35,FT,,,,0,0,S,28,Boston,Boston,0.06585895,-1, , ,MA,MA,025,025,07000,07000,02108,02116, , ,07000,07000,1151,202.845558100655
9760,26364,,,,,,James J Storrow Memorial,DR,,Boston,Boston,A30,30,FT,,,,0,0,,,Boston,Boston,-1,0.203, , ,MA,MA,025,025, , ,02116,02116, , ,07000,07000,2202,535.601617490974
9761,26365,,,,,,Star,ST,,Boston,Boston,A41,15,,,,,0,0,,,Roslindale,Roslindale,0.26388716,0.26388716, , ,MA,MA,025,025, , ,02131,02131, , ,07000,07000,5252,348.331053760334
9762,26366,1,7,2,8,,Murdock,TER,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.079,0.079, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,2889,104.155612268324
9763,26367,1,5,2,6,,Ashford,CT,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.252,0.252, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,4639,83.1873998057388
9764,26369,2,76,1,75,,Field,ST,,Boston,Boston,A41,15,FT,,,,0,0,,,Roxbury,Roxbury,0.5,-1, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,1543,650.623703997716
9765,26377,,,,,,Industrial,DR,,Boston,Boston,A40,15,,,,,0,0,,,Hyde Park,Hyde Park,0.28332947,0.28332947, , ,MA,MA,025,025, , ,02136,02136, , ,07000,07000,2164,373.994901391384
9766,26381,12,16,13,17,,Highland Park,ST,,Boston,Boston,A41,10,,,,,0,0,,,Roxbury,Roxbury,0.09941688,0.09941688, , ,MA,MA, , , , ,02119,02119, , ,07000,07000,2042,87.4869166676566
9767,26385,,,,,,Scott,ALY,,Boston,Boston, ,15,,,,,0,0,,,Boston,Boston,0.12667797,0.12667797, , ,MA,MA, , , , ,02109,02109, , ,07000,07000,5222,66.2356163754835
9768,26387,1,1,2,2,,Terminal Wharf,,,Boston,Boston, ,15,,,,,0,0,,,Charlestown,Charlestown,0.39024395,0.39024395, , ,MA,MA, , , , ,02129,02129, , ,07000,07000,5267,515.121918404918
9769,26389,6,10,7,9,,Navarre,PL,,Boston,Boston,A70,1,N,,,,0,0,,,Roslindale,Roslindale,0,0, , ,MA,MA, , , , ,02136,02136, , ,07000,07000,2918,131.232375968193
9770,26397,168,178,165,179,,Kennebec,ST,,Boston,Boston, ,20,,,,,0,0,,,Mattapan,Mattapan,0.32240293,0.32240293, , ,MA,MA, , , , ,02126,02126, , ,07000,07000,2279,182.759589497841
9771,26398,200,204,201,205,,Alabama,ST,,Boston,Boston,A70,1,N,,,,0,0,,,Mattapan,Mattapan,0,0, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,44,228.616400286971
9772,26399,184,218,183,211,,Colorado,ST,,Boston,Boston,A70,1,N,,,,0,0,,,Mattapan,Mattapan,0,0, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,948,242.930766816333
9773,26403,,,,,,Anthony Rip Valenti,WAY,,Boston,Boston,A41,15,FT,,,,0,0,,,Boston,Boston,0.15519726,-1, , ,MA,MA, , , , ,02114,02114, , ,07000,07000,143,204.860389262465
9774,26404,1,1,2,2,,Castle Island,ST,,Boston,Boston,A73,1,,,,,0,0,,,South Boston,South Boston,,,,,MA,MA,,,,,02127,02127,,,07000,07000,5424,1267.0236541818
9775,26405,2,28,1,29,,Neponset Field,LN,,Boston,Boston,A41,15,,,,,0,0,,,Hyde Park,Hyde Park,,,,,MA,MA,,,,,02126,02126,,,07000,07000,5434,566.795699296305
9776,26415,1,13,12,16,,Kingbird,RD,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.07121986,0.07121986,,,MA,MA,,,,,02124,02124,,,07000,07000,5414,125.346958763487
9777,26419,522,528,523,527,,Harvard,ST,,Boston,Boston,A31,25,,,,,0,0,,,Mattapan,Mattapan,0.0983661,0.0983661, , ,MA,MA,025,025,07000,07000,02126,02124, , ,07000,07000,1945,216.405425709549
9778,26435,2,52,1,53,,Harvard,WAY,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,,,,,MA,MA,025,025,07000,07000,02163,02163,,,07000,07000,1948,1144.73395504914
9779,26436,42,114,41,113,,Beechland,CIR,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.30812471,0.30812471,,,MA,MA,025,025,07000,07000,02131,02131,,,07000,07000,5419,542.299494370522
9780,26437,1,25,2,26,,Unity,WAY,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,,,,,MA,MA,,,,,02131,02131,,,07000,07000,5420,190.588167603858
9781,26438,38,40,37,39,,Beechland,CIR,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.267,0.267, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,5419,89.0417208509293
9782,26440,20,36,21,35,,Beechland,CIR,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.267,0.267, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,5419,153.167722951626
9783,26441,6,38,11,39,,Beram,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.10208394,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,392,179.667731754773
9784,26442,2,4,1,9,,Beram,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.08675233,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,392,152.68409309926
9785,26462,1,9,2,8,,Lark,DR,,Boston,Boston,A41,15,,,,,0,0,,,Mattapan,Mattapan,,,,,MA,MA,,,,,02124,02124,,,07000,07000,5451,138.744396674588
9786,26474,150,152,151,153,,Green,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.02726659,0.02726659, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,1793,47.9892040052751
9787,26475,2,100,1,99,,Telford,ST,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.15303222,0.15303222,,,MA,MA,,,,,02135,02135,,,07000,07000,4088,202.002526508772
9788,26477,102,112,101,111,,Telford,ST,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.17345383,0.17345383,,,MA,MA,,,,,02135,02135,,,07000,07000,4088,228.959056167376
9789,26479,2,10,1,9,,Justinian,WAY,,Boston,Boston,A41,15,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.19520581,-1,,,MA,MA,,,,,02135,02135,,,07000,07000,5439,257.671666904226
9790,26480,12,20,11,21,,Justinian,WAY,,Boston,Boston,A41,15,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.21418696,-1,,,MA,MA,,,,,02135,02135,,,07000,07000,5439,282.72679051996
9791,26482,114,138,113,139,,Telford,ST,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.35546415,0.35546415,,,MA,MA,,,,,02135,02135,,,07000,07000,4088,469.212674801025
9792,26483,,,,,,Massachusetts,TPKE,W,Boston,Boston,A15,55,FT,,,,1,0,I,90,East Boston,East Boston,0.387,-1, ,W,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,5473,759.915143277598
9793,26484,,,,,,Massachusetts,TPKE,E,Boston,Boston,A15,55,FT,,,,0,1,I,90,East Boston,East Boston,0.398,-1, ,E,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,5474,746.099832725921
9794,26486,,,,,,RAMP - RT 1A/ RT 90 WB TO AIRP,,,Boston,Boston,A63,25,FT,,,,0,1,,,East Boston,East Boston,,,,,MA,MA,,,,,02128,02128,,,07000,07000,-1,379.241574140449
9795,26487,,,,,,RAMP - RT 90 EB TO AIRPORT ROA,,,Boston,Boston,A63,15,FT,,,,0,1,,,East Boston,East Boston,0.17012566,-1, , ,MA,MA,025,025, , ,02128,02128, , ,07000,07000,-1,224.565875758421
9796,26488,,,,,,Massachusetts,TPKE,E,Boston,Boston,A15,65,FT,,,,0,0,I,90,Allston-Brighton,Allston-Brighton,-1,0.162,E, ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,5474,455.611097069598
9797,26499,,,,,,RAMP - RT 90 WB TO RT 93,,,Boston,Boston,A63,45,FT,,,,-1,-1,,,Boston,Boston,0.07694919,-1, , ,MA,MA,025,025, , ,02127,02127, , ,07000,07000,-1,304.71879092698
9798,26501,,,,,,RAMP - RT 93 NB TO RT 90 EB,,,Boston,Boston,A63,45,FT,,,,-1,-1,,,South Boston,South Boston,0.55231845,-1, , ,MA,MA,025,025, , ,02210,02210, , ,07000,07000,-1,2187.18106392704
9799,26502,,,,,,RT 90 EB HOV LANE,,,Boston,Boston,A60,20,FT,,,,-1,-1,,,South Boston,South Boston,-1,0.587, , ,MA,MA,025,025, , ,02210,02210, , ,07000,07000,-1,642.398497481583
9800,26508,,,400,400,,Cambridge Street,AVE,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,,,,,MA,MA,,,,,02114,02114,,,07000,07000,4737,290.520928333809
9801,26518,2,2,1,3,,Bernice,ST,,Boston,Boston,A70,5,N,,,,0,0,,,Dorchester,Dorchester,-1,-1,,,MA,MA,,,,,02122,02122,,,07000,07000,397,194.001805651939
9802,26521,,,10,70,,Rowes,WHRF,,Boston,Boston,A71,1,,,,,0,0,,,Boston,Boston,,,,,MA,MA,,,,,02110,02110,,,07000,07000,3653,477.145144320447
9803,26524,1,1,,,,Exeter,PLZ,,Boston,Boston,A71,1,,,,,0,0,,,Boston,Boston,,,,,MA,MA,,,,,02116,02116,,,07000,07000,5353,172.534649501914
9804,26528,2,2,,,,Bent,CT,,Boston,Boston,A71,1,,,,,0,0,,,South Boston,South Boston,,,,,MA,MA,,,,,02127,02127,,,07000,07000,4694,92.3976981919549
9805,26529,1,1,,,,Bills,CT,,Boston,Boston,A71,1,,,,,0,0,,,Roxbury,Roxbury,,,,,MA,MA,,,,,02115,02115,,,07000,07000,4696,69.2984777745061
9806,26543,1,1,,,,Federal,PL,,Boston,Boston,A71,1,,,,,0,0,,,Boston,Boston,,,,,MA,MA,,,,,02111,02111,,,07000,07000,4882,438.66060867287
9807,26544,1,1,,,,Haymarket,SQ,,Boston,Boston,A41,5,,,,,0,0,,,Boston,Boston,,,,,MA,MA,,,,,02114,02114,,,07000,07000,4958,449.343950614648
9808,26548,,,,,,Saint Mary's,ST,,Boston,Brookline,A41,20,FT,,,,1,1,,,Boston,Boston,0.03407412,-1, , ,MA,MA,025,021,07000,09210,02215,02446, , ,07000,09175,3727,59.9704438666247
9809,26550,2,4,1,5,,Saint Mary's,ST,,Boston,Brookline,A41,20,FT,,,,0,0,,,Boston,Boston,0.06683495,-1, , ,MA,MA,025,021,07000,09210,02215,02446, , ,07000,09175,3727,117.62950891122
9810,26560,,,,,,Saint Mary's,ST,,Boston,Brookline,A41,20,FT,,,,1,1,,,Boston,Boston,0.02796982,-1, , ,MA,MA,025,021,07000,09210,02215,02446, , ,07000,09175,3727,49.2268891722833
9811,26561,,,,,,Saint Mary's,ST,,Boston,Brookline,A41,20,FT,,,,1,0,,,Boston,Boston,0.04114239,-1, , ,MA,MA,025,021,07000,09210,02215,02446, , ,07000,09175,3727,72.4106061968616
9812,26562,6,18,7,17,,Saint Mary's,ST,,Boston,Brookline,A41,20,FT,,,,0,1,,,Boston,Boston,0.07783133,-1, , ,MA,MA,025,021,07000,09210,02215,02446, , ,07000,09175,3727,136.983143194884
9813,26565,,,,,,Andrew P McArdle,BRG,,Boston,Boston,A31,25,,,,,1,1,,,East Boston,East Boston,0.20740632,0.20740632, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4659,456.293901250802
9814,26566,,,,,,US Hwy 1,,S,Boston,Boston,A15,55,FT,,,,2,2,U,1,Charlestown,Charlestown,-1,0.138,S, ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,5504,662.89482168534
9815,26571,26,36,29,35,,Bonad,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.1170073,0.1170073, , ,MA,MA,025,021,07000,16530,02132,02026, , ,07000,16495,469,205.932856522397
9816,26572,,,,,,US Hwy 1,,N,Boston,Boston,A15,55,FT,,,,1,1,U,1,Charlestown,Charlestown,0.137,-1, ,N,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,5489,656.807018195665
9817,26574,,,248,246,,Huntington,AVE,,Boston,Boston,A60,20,FT,,,,0,0,,,Boston,Boston,0.26,-1, , ,MA,MA,025,025, , ,02115,02115, , ,07000,07000,2139,74.3464136097832
9818,26575,34,62,35,63,,Poydras,ST,,Boston,Boston,A41,15,,,,,0,0,,,Hyde Park,Hyde Park,0.384,0.384, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,3305,143.713914951231
9819,26576,1,1,2,2,,Townsend,ST,,Boston,Boston,A41,15,,,,,0,0,,,Hyde Park,Hyde Park,,,,,MA,MA,,,,,02136,02136,,,07000,07000,5282,238.644862485062
9820,26577,30,30,,,,Hale,ST,,Boston,Boston,A41,15,,,,,0,0,,,Hyde Park,Hyde Park,0.08290525,0.08290525, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,1862,109.434924517757
9821,26580,99,99,100,100,,Charles River,PLZ,,Boston,Boston,A73,15,,,,,0,0,,,Boston,Boston,,,,,MA,MA,,,,,02114,02114,,,07000,07000,5517,427.904670021188
9822,26581,1,15,,,,Soldiers Field,PARK,,Boston,Boston,A73,1,,,,,0,0,,,Allston-Brighton,Allston-Brighton,,,,,MA,MA,025,025,07000,07000,02163,02163,,,07000,07000,5518,459.713779664969
9823,26584,1,1,2,2,,Hickory,AVE,,Boston,Boston,A73,15,,,,,0,0,,,Charlestown,Charlestown,,,,,MA,MA,,,,,02129,02129,,,07000,07000,4961,226.082112188296
9824,26585,1,7,,,,Lewis,MALL,,Boston,Boston,A71,1,,,,,0,0,,,East Boston,East Boston,,,,,MA,MA,,,,,02128,02128,,,07000,07000,5520,320.59183679013
9825,26592,1,49,2,50,,Beechwood,ST,,Boston,Boston,A41,15,,,,,0,0,,,Jamaica Plain,Jamaica Plain,,,,,MA,MA,,,,,02130,02130,,,07000,07000,355,564.798596556352
9826,26593,34,34,27,27,N,Bennet,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.069,-1, , ,MA,MA,025,025,07000,07000,02113,02113, , ,07000,07000,384,22.6389049189695
9827,26594,10,30,11,29,,Bridge,ST,,Boston,Boston,A41,1,,,,,0,0,,,Roslindale,Roslindale,,,,,MA,MA,,,,,02131,02131,,,07000,07000,554,83.2133601109756
9828,26598,,,2,8,,Dolans,CT,,Boston,Boston,A73,5,,,,,0,0,,,Jamaica Plain,Jamaica Plain,,,,,MA,MA,,,,,02130,02130,,,07000,07000,1235,112.105194612234
9829,26599,1,1,2,2,,Eastwood,CT,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,,,,,MA,MA,,,,,02132,02132,,,07000,07000,1325,130.549180299985
9830,26600,20,2,19,1,,Carmody,CT,,Boston,Boston,A71,5,N,,,,0,0,,,South Boston,South Boston,-1,-1,,,MA,MA,,,,,02127,02127,,,07000,07000,4744,272.125610673569
9831,26601,1,5,2,6,,Islington,TER,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,,,,,MA,MA,,,,,02134,02134,,,07000,07000,2186,115.201456631873
9832,26602,3,3,4,4,,Warrenton,PL,,Boston,Boston,A41,15,FT,,,,0,0,,,Boston,Boston,-1,0.131, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,4348,81.1792356942636
9833,26603,1,3,2,4,,Lyndeboro,PL,,Boston,Boston,A40,5,,,,,0,0,,,Boston,Boston,,,,,MA,MA,,,,,02116,02116,,,07000,07000,2539,109.416470131618
9834,26604,1,7,2,6,,Greenwood,SQ,,Boston,Boston,A60,1,N,,,,0,0,,,Hyde Park,Hyde Park,,,,,MA,MA,,,,,02136,02136,,,07000,07000,1821,52.2937261143853
9835,26605,,,1,3,,H Street,PL,,Boston,Boston,A73,5,,,,,0,0,,,South Boston,South Boston,,,,,MA,MA,,,,,02127,02127,,,07000,07000,1851,151.556137615234
9836,26606,1,1,2,2,,Langdon,PL,,Boston,Boston,A41,5,,,,,0,0,,,Boston,Boston,,,,,MA,MA,,,,,02109,02109,,,07000,07000,2354,119.215927437983
9837,26607,2,2,1,1,,Cedar,AVE,,Boston,Boston,A41,5,,,,,0,0,,,Dorchester,Dorchester,,,,,MA,MA,,,,,02121,02121,,,07000,07000,4749,263.709527611254
9838,26608,1,1,2,2,,Eliot,PL,,Boston,Boston,A73,15,,,,,0,0,,,Boston,Boston,,,,,MA,MA,,,,,02116,02116,,,07000,07000,4862,92.9931326454135
9839,26609,2,98,1,99,,Foster's,WHRF,,Boston,Boston,A71,5,,,,,0,0,,,Boston,Boston,0.5728286,0.5728286,,,MA,MA,,,,,02110,02110,,,07000,07000,4898,252.044585174184
9840,26610,,,1,9,,Kelley,CT,,Boston,Boston,A60,15,,,,,0,0,,,Charlestown,Charlestown,,,,,MA,MA,,,,,02129,02129,,,07000,07000,5000,211.769596161519
9841,26611,10,10,9,9,,Nassau,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,,,,,MA,MA,,,,,02111,02111,,,07000,07000,2915,135.324028140633
9842,16164,940,946,941,947,,Boylston,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.04361218,0.04361218, , ,MA,MA,025,025,07000,07000,02115,02199, , ,07000,07000,504,95.9468008941595
9843,5577,92,98,91,99,,N,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,-1,0.181, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,2906,314.84878820301
9844,5578,100,124,101,123,,N,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,-1,0.173, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,2906,298.365513588692
9845,5579,126,138,125,137,,N,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,-1,0.083, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,2906,148.126719303458
9846,5580,140,150,139,151,,N,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,-1,0.086, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,2906,151.54044856542
9847,5581,152,166,153,177,,N,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,-1,0.173, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,2906,300.854549602241
9848,5582,168,180,179,183,,N,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,-1,0.085, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,2906,149.726903313877
9849,5583,182,198,185,205,,N,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,-1,0.086, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,2906,150.622121039711
9850,5584,200,228,207,237,,N,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,-1,0.141, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,2906,249.518516043664
9851,5588,11,1,10,2,,Narragansett,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.1585103,-1, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,2913,278.978124317446
9852,5590,17,1,18,2,,National,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,-1,0.295, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,2916,518.716240179386
9853,5646,199,101,200,100,,New England,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.30114048,-1, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,2946,530.007245756329
9854,5673,50,98,49,99,,Newcomb,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,-1,0.129, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2966,222.479403808829
9855,5674,2,14,1,15,,Newhall,ST,,Boston,Boston,A41,15,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.188, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,2970,244.734609661995
9856,5675,16,32,17,27,,Newhall,ST,,Boston,Boston,A41,15,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.149, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,2970,190.213903215307
9857,5676,34,98,29,99,,Newhall,ST,,Boston,Boston,A41,15,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.118, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,2970,162.473784916958
9858,16377,,,,,,Newmarket,SQ,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,-1,0.116, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2975,181.251767757997
9859,5700,2,72,1,71,,Nightingale,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.525, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,2981,914.596215331422
