OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen
13337,21582,,,311,325,,Perkins,ST,,Boston,Boston,A35,30,FT,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.077,-1, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3209,267.664166935788
13338,21723,308,398,313,399,,Chestnut,ST,,Boston,Boston,A31,25,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.034,0.034, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,848,294.48998280249
13339,18410,142,168,143,169,,Perkins,ST,,Boston,Boston,A31,30,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.05,0.05, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3209,676.74504917529
13340,12003,252,330,253,331,,Jamaicaway,,,Boston,Boston,A31,35,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.279,0.279, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,2199,993.42643805508
13341,10074,73,1,72,2,,Pershing,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Jamaica Plain,Jamaica Plain,-1,0.393, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3214,966.059051067529
13342,18431,30,44,,,,Oakview,TER,,Boston,Boston,A41,15,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.059,0.059, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,3051,174.326101373822
13343,12614,321,215,322,214,,Huntington,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Hyde Park,Hyde Park,-1,0.446, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,2140,1511.08051589467
13344,14363,187,221,188,222,,Providence,ST,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.068,0.068, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,3367,1000.45941553126
13345,10110,65,1,48,2,,Maynard,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,-1,0.32, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,2683,802.118181443778
13346,11927,28,52,29,85,,Grew,AVE,,Boston,Boston,A41,15,,,,,0,0,,,Roslindale,Roslindale,0.46375233,0.46375233, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,1823,612.153082086873
13347,11925,54,142,87,143,,Grew,AVE,,Boston,Boston,A41,15,,,,,0,0,,,Roslindale,Roslindale,0.27213422,0.27213422, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,1823,359.217173512114
13348,11819,442,462,439,473,,Poplar,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roslindale,Roslindale,0.052,0.052, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,3289,491.204962053591
13349,12039,166,184,167,183,,Metropolitan,AVE,,Boston,Boston,A31,25,,,,,0,0,,,Roslindale,Roslindale,0.083,0.083, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,2747,213.530753023168
13350,12525,42,44,41,45,,Ethel,ST,,Boston,Boston,A41,15,,,,,0,0,,,Roslindale,Roslindale,0.049,0.049, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,1440,92.34602928071
13351,12523,2,22,1,23,,Granada,AVE,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.125,0.125, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,1773,446.996295099906
13352,12303,2,92,1,91,,Hemman,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.746,0.746, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,1999,1331.48837471049
13353,18838,2,24,1,25,,Pingree,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Hyde Park,Hyde Park,-1,0.151, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,3251,475.140080313797
13354,13334,124,142,123,141,,Central,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,Hyde Park,Hyde Park,0.083,-1, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,759,494.523925256843
13355,10349,2,32,1,31,,Laval,ST,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.281,0.281, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,2375,672.179783325929
13356,11534,2,20,1,21,,Park,ST,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.209,0.209, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,3133,581.017524648328
13357,1118,59,17,58,16,,Brook Farm,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,West Roxbury,West Roxbury,-1,0.182, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,578,577.591634916209
13358,4854,1,45,2,46,,Lyall,TER,,Boston,Boston, ,15,,,,,0,0,,,West Roxbury,West Roxbury,0.03376989,0.03376989, , ,MA,MA, , , , ,02132,02132, , ,07000,07000,2535,320.888468131307
13359,20017,,,44,42,,David G Mugar,WAY,,Boston,Boston,A25,35,FT,,,,0,0,S,28,Boston,Boston,0.0961068,-1, , ,MA,MA,025,025,07000,07000,02108,02108, , ,07000,07000,1151,296.008951577249
13360,11725,458,480,459,481,,Lagrange,ST,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.19877929,0.19877929, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,2331,437.314436828585
13361,9434,24,40,23,39,,Chapin,AVE,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.137,0.137, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,785,490.057138190294
13362,11727,400,456,401,457,,Lagrange,ST,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.26942597,0.26942597, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,2331,592.737129746908
13363,12016,40,56,39,71,,Bellevue,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.152,0.152, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,368,324.791743649283
13364,15050,2,16,1,19,,March,AVE,,Boston,Boston,A41,20,FT,,,,0,0,,,West Roxbury,West Roxbury,0.097,-1, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,2608,324.701064040955
13365,12017,2,38,1,37,,Bellevue,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.098,0.098, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,368,501.220164073779
13366,9802,2,14,1,13,,Rutledge,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.138,0.138, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3694,386.944996402795
13367,10579,130,142,131,143,,Park,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.046,0.046, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3135,242.36403287051
13368,14884,120,138,121,139,,Clement,AVE,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.232,0.232, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,909,507.281945285627
13369,13379,2,20,1,19,,McKenna,TER,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.175,0.175, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,5066,260.745140286706
13370,12471,560,580,559,579,,West Roxbury,PKWY,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.12890625,0.12890625, , ,MA,MA,025,025,07000,07000,02131,02132, , ,07000,07000,3660,283.593757047586
13371,14695,414,498,413,499,,Belgrade,AVE,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.098,0.098, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,360,618.937051409788
13372,12473,582,598,581,597,,West Roxbury,PKWY,,Boston,Boston,A31,25,,,,,0,0,,,West Roxbury,West Roxbury,0.15997742,0.15997742, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,3660,351.950328107711
13373,15124,56,66,57,67,,Beech,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.106,0.106, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,348,291.512304764669
13374,15146,,,,,,Beech,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,West Roxbury,West Roxbury,0.06003535,-1, , ,MA,MA,025,025,07000,07000,02131,02132, , ,07000,07000,348,105.662212351932
13375,10307,54,74,53,81,,Anawan,AVE,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.128,0.128, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,120,316.599503533846
13376,11633,48,56,49,57,,Fairview,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.118,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,1488,238.04634853913
13377,13318,216,228,201,237,,Victory,RD,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.111,0.111, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,4263,609.894877820098
13378,19403,,,,,,Interstate 93,,N,Boston,Boston,A15,65,FT,,,,1,1,I,93,Dorchester,Dorchester,-1,0.086,N, ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,5477,1011.42624369971
13379,16287,122,156,121,157,,Victory,RD,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.058,0.058, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,4263,180.772520121891
13380,19437,,,,,,Massachusetts,TPKE,E,Boston,Boston,A15,55,FT,,,,1,1,I,90,East Boston,East Boston,-1,0.013,E, ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,5474,1621.0456958122
13381,21069,242,298,241,299,,Frankfort,ST,,Boston,Boston,A31,25,,,,,0,0,,,East Boston,East Boston,0.14954035,0.14954035, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,1617,328.98875971062
13382,21404,,,,,,Massachusetts,TPKE,W,Boston,Boston,A15,45,FT,,,,1,1,I,90,East Boston,East Boston,0.16153304,-1,W, ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,5473,639.67082805851
13383,20473,2,386,1,385,,Lovell,ST,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.025,0.025, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,2526,675.103488823538
13384,24421,300,398,301,399,,Frankfort,ST,,Boston,Boston,A31,25,,,,,0,0,,,East Boston,East Boston,0.18988317,0.18988317, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,1617,417.742973015135
13385,16170,400,422,401,429,,Frankfort,ST,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.015,0.015, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,1617,367.107724363181
13386,15813,2,26,1,27,,Swift,TER,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.0171208,0.0171208, , ,MA,MA, , , , ,02128,02128, , ,07000,07000,4059,255.039963468557
13387,20867,388,398,387,399,,Lovell,ST,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.268,0.268, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,2526,553.911031541823
13388,15346,2,14,1,19,,Vienna,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,East Boston,East Boston,0.16426509,-1, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,4264,361.383203733548
13389,23641,16,44,17,43,,Neptune,CT,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.077,0.077, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,2937,194.575970684112
13390,22815,58,72,59,73,,Neptune,RD,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.037,0.037, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,2938,199.483220538713
13391,23011,2,14,1,15,,Neptune,CT,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.033,0.033, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,2937,61.3495994609163
13392,24418,26,56,25,57,,Neptune,RD,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.099,0.099, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,2938,244.559922857328
13393,20581,,,,,,Interstate 93,,S,Boston,Boston,A15,65,FT,,,,0,0,I,93,Dorchester,Dorchester,0.6992212,-1,S, ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,5472,3999.54524419459
13394,19432,,,198,156,,Hancock,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.032, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1888,149.244908831074
13395,21286,,,154,148,,Hancock,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.01, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1888,129.763358164765
13396,20254,,,149,181,,Hancock,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.01,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1888,122.343844327472
13397,19824,,,411,429,,Bowdoin,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.029,-1, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,494,127.806375654449
13398,20458,,,213,219,,Hancock,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.045, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,1888,130.927953036088
13399,21462,,,218,214,,Hancock,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,-1,0.051, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1888,133.296389945327
13400,22365,,,250,220,,Hancock,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Dorchester,Dorchester,0.08985068,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1888,197.671504775094
13401,17850,262,308,261,309,,Hancock,ST,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.20907242,0.20907242, , ,MA,MA,025,025,07000,07000,02125,02122, , ,07000,07000,1888,459.959325493333
13402,25690,252,260,243,259,,Hancock,ST,,Boston,Boston,A31,25,,,,,0,0,,,Dorchester,Dorchester,0.09007291,0.09007291, , ,MA,MA,025,025,07000,07000,02125,02122, , ,07000,07000,1888,198.160405163537
13403,19454,,,,,,Massachusetts,TPKE,E,Boston,Boston,A15,55,FT,,,,-1,-1,I,90,East Boston,East Boston,0.067,-1, ,E,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,5474,2103.47006502019
13404,19471,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Roxbury,Roxbury,0.01492155,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1644,32.8274008806734
13405,19644,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,1,1,,,South Boston,South Boston,0.26861534,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1644,590.953745024454
13406,20170,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Roxbury,Roxbury,0.16013055,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1644,352.28721347354
13407,21168,,,,,,Interstate 93,,N,Boston,Boston,A15,65,FT,,,,0,0,I,93,Roxbury,Roxbury,0.052,-1, ,N,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,5477,764.626082416744
13408,14369,2,80,1,81,,Widett,CIR,,Boston,Boston,A41,15,,,,,0,0,,,South Boston,South Boston,0.049,0.049, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4483,1539.82304900258
13409,14366,2,62,1,63,,Foodmart,RD,,Boston,Boston,A41,15,,,,,0,0,,,South Boston,South Boston,0.788,0.788, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1578,1093.35550539353
13410,20475,,,,,,Massport Haul,RD,,Boston,Boston,A45,20,FT,,,,1,1,,,South Boston,South Boston,-1,0.101, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1961,267.682844869381
13411,19397,,,,,,Massport Haul,RD,,Boston,Boston,A45,20,FT,,,,1,1,,,South Boston,South Boston,-1,0.08, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1961,256.883763134967
13412,21935,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Roxbury,Roxbury,0.37182435,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1644,818.013575784768
13413,5427,2,46,1,45,,Moore,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.51,0.51, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,2828,892.451885076954
13414,23862,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,1,,,South Boston,South Boston,0.06454847,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1644,142.006627307275
13415,19743,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,South Boston,South Boston,0.12854609,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,1644,282.801402707963
13416,20845,,,,,,Interstate 93,,S,Boston,Boston,A15,65,FT,,,,0,0,I,93,South Boston,South Boston,0.064,-1, ,S,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,5472,665.750612821402
13417,21947,,,,,,Frontage,RD,,Boston,Boston,A31,25,FT,,,,0,0,,,Dorchester,Dorchester,0.10268554,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,1644,225.908186039872
13418,21950,,,,,,Interstate 93,,S,Boston,Boston,A15,65,FT,,,,0,0,I,93,Dorchester,Dorchester,0.034,-1, ,S,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,5472,391.372131880039
13419,15180,506,598,509,599,,Park,DR,,Boston,Boston,A31,30,,,,,0,0,S,2,Boston,Boston,0.056,0.056, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,3127,333.847163203258
13420,16843,496,504,493,507,,Park,DR,,Boston,Boston,A31,30,,,,,0,0,S,2,Boston,Boston,0.053,0.053, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,3127,228.724906233615
13421,23730,,,,,,Park,DR,,Boston,Boston,A31,30,,,,,0,0,S,2,Boston,Boston,0.03874776,0.03874776, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,3127,102.294083115071
13422,16901,314,320,313,321,,Riverway,,,Boston,Boston,A31,25,,,,,0,0,,,Roxbury,Roxbury,0.159,0.159, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,3575,461.200227598608
13423,21663,,,501,511,,Brookline,AVE,,Boston,Boston,A35,25,FT,,,,0,0,,,Roxbury,Roxbury,0.05030939,-1, , ,MA,MA,025,025,07000,07000,02215,02215, , ,07000,07000,585,110.680658569082
13424,20193,322,336,323,331,,Riverway,,,Boston,Boston,A31,30,,,,,0,0,,,Roxbury,Roxbury,0.027,0.027, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,3575,248.941487494945
13425,21356,51,99,50,98,,Vining,ST,,Boston,Boston,A41,15,,,,,0,0,,,Roxbury,Roxbury,0.034,0.034, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,4275,423.893899728829
13426,17343,338,382,333,357,,Riverway,,,Boston,Boston,A31,30,,,,,0,0,,,Roxbury,Roxbury,0.005,0.005, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,3575,590.568303039537
13427,20093,,,398,384,,Riverway,,,Boston,Boston,A35,30,FT,,,,0,0,,,Roxbury,Roxbury,-1,0.017, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,3575,63.5988749405445
13428,19597,,,359,375,,Riverway,,,Boston,Boston,A35,30,FT,,,,0,0,,,Roxbury,Roxbury,0.021,-1, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,3575,432.416781647895
13429,20337,2,98,1,99,,Albany,ST,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.21351433,-1, , ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,51,469.731515331268
13430,22735,,,,,,Interstate 93,,S,Boston,Boston,A15,65,FT,,,,-1,-1,I,93,Boston,Boston,-1,0.06,S, ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,5472,713.532850917502
13431,10405,182,198,181,199,,Kneeland,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.07689445,0.07689445, , ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,2316,169.167798939552
13432,21836,,,,,,New Rutherford,AVE,,Boston,Boston,A60,20,FT,,,,0,0,,,Charlestown,Charlestown,0.04180233,-1, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,2954,73.5720942181376
13433,20794,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A63,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.118, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,801.072112932755
13434,19977,,,,,,Massachusetts,TPKE,W,Boston,Boston,A15,65,FT,,,,0,0,I,90,Allston-Brighton,Allston-Brighton,0.118,-1, ,W,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,5473,2118.70005308689
13435,19529,,,,,,Massachusetts,TPKE,E,Boston,Boston,A15,65,FT,,,,0,0,I,90,Allston-Brighton,Allston-Brighton,-1,0.079,E, ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,5474,1571.989903221
13436,19913,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A63,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.189,-1, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,763.218355852707
13437,21840,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A60,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.452,-1, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,863.806737781594
13438,21249,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A63,20,FT,,,,1,1,,,Allston-Brighton,Allston-Brighton,0.089,-1, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,654.780911248456
13439,23258,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A63,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.048, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,198.064390542262
13440,19905,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A63,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.043,-1, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,331.734419244764
13441,19954,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A60,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.595,-1, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,1091.57768617386
13442,21551,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A60,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.118,-1, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,767.6189052275
13443,20207,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A60,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.221, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,634.697481136056
13444,19842,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A60,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.02,-1, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,581.961733242387
13445,19903,,,,,,ALLSTON TOLL PLAZA,,,Boston,Boston,A60,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.022, , ,MA,MA,025,025, , ,02134,02134, , ,07000,07000,-1,969.339034126424
13446,11680,2,14,1,13,,Fern,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.048,0.048, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,1533,154.241833751182
13447,13349,2,6,1,7,,Prescott,PL,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.068,0.068, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,5157,152.386114765687
13448,14826,26,36,27,37,W,Sorrento,ST,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.042,0.042, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,3917,143.406064378392
13449,9572,74,120,79,119,,Hooker,ST,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.292,0.292, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,2094,416.749453396652
13450,11594,2,12,1,11,,Sorrento,ST,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.141,0.141, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,3916,269.017348282529
13451,9128,103,67,104,68,,Waltham,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.30053913,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,4328,528.948866670862
13452,19566,,,,,,Massachusetts Avenue Connector,,,Boston,Boston,A35,25,FT,,,,0,0,,,Roxbury,Roxbury,0.17180497,-1, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,7627,377.970943153852
13453,19575,,,283,299,,Walter,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Roslindale,Roslindale,0.082,-1, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,4326,198.069502444652
13454,22175,,,298,282,,Walter,ST,,Boston,Boston,A35,25,FT,,,,0,0,,,Roslindale,Roslindale,0.069,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4326,170.109081699455
13455,18448,242,280,237,281,,Walter,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roslindale,Roslindale,0.131,0.131, , ,MA,MA,025,025,07000,07000,02131,02130, , ,07000,07000,4326,416.313602750219
13456,15459,200,240,165,235,,Walter,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roslindale,Roslindale,0.293,0.293, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4326,690.167167872518
13457,15461,142,198,135,163,,Walter,ST,,Boston,Boston,A31,25,,,,,0,0,,,Roslindale,Roslindale,0.18,0.18, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,4326,771.753444937018
