-71.10558986430942,42.42977543322128,42.42977543322128
-71.10445894859927,42.42966355231846,42.42966355231846
-71.10407391985875,42.42902797279935,42.42902797279935
-71.10451581093758,42.42841884167725,42.42841884167725
-71.10453536195122,42.42765461268097,42.42765461268097
-71.10551217860281,42.42560686344834,42.42560686344834
-71.1062037234904,42.42626587808027,42.42626587808027
-71.10703876349518,42.4272208626113,42.4272208626113
-71.10803157473633,42.42723424644606,42.42723424644606
-71.10836720849291,42.42570375424528,42.42570375424528
-71.10551217860281,42.42560686344834,42.42560686344834
